Name,Type,Modality,Sphere ,Cylinder,Axis,Add,BC,TD
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-5.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.25,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.50,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-6.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.25,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.50,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-7.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,-8.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.25,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.50,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,0.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.25,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.50,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,1.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.25,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.50,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,2.75,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-1.50,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-1.50,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.00,-1.50,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.25,-0.75,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.25,-0.75,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.25,-0.75,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.25,-0.75,110,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.25,-0.75,160,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.25,-0.75,180,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.25,-1.50,20,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.25,-1.50,70,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.25,-1.50,90,,8.6,14.2
Alcon Focus Dailies Toric All Day Comfort,Toric,Daily,3.25,-1.50,110,,8.6,14.2
